"";"fungsi";"iterasi";"populasi";"numVar";"numMemeplex";"frogLeapingIteration";"optimum";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"time"
"95";"f8";1000;50;10;5;10;-2122,51291558951;197,032379384639;-97,4089721484609;189,584756244356;196,37208020336;386,617143345847;198,589535497385;-304,209153017913;-301,782721027356;-278,592084196303;206,255245143745;48,8500000000004
"96";"f8";1000;100;10;5;10;-2444,39636050594;66,1660054042378;416,35826617683;408,966525332352;198,530918537776;7,00507013201015;396,408690940684;397,123190750683;202,729297088724;-288,598585468584;193,212027402385;50,7199999999998
"97";"f9";100;10;10;5;10;33,7059559411743;-1,93943335423954;-0,911764779877391;0,0452933405319925;2,02573053396586;-1,9680887586161;2,01175846884996;-0,222926150432108;-1,04959565771087;1,06033611815843;0,911443648895905;5,75
"98";"f9";100;30;10;5;10;28,3822843275663;-0,133014840125709;0,847075605300828;-1,0534004060478;0,961763839543333;0,820981291768437;0,0981420944138806;-0,102160731853374;1,93334296723941;1,05849246064144;-0,0552204909165528;5,82000000000016
"99";"f9";100;50;10;5;10;3,94843595213499;-0,0345916558532237;0,987140975072104;0,00865988973828264;-0,00481863680371933;0,0370186028467305;0,0401762507852658;-0,0521171648873129;1,02267572195334;0,0235338284383228;-0,0393251467862005;5,96000000000004
"100";"f9";100;100;10;5;10;9,74258096989787;-1,95762455032407;-0,132186450750032;-0,00844300938849801;0,0685674679331696;0,0557687527088592;-0,00699193161065946;0,0432515212779583;0,0357383232331103;-0,022786262246082;-0,0063576796006833;6,16999999999962
"101";"f9";500;10;10;5;10;53,090406699365;2,08701288274881;1,91667801274273;-1,01597689060923;-2,88703839992702;3,05600934921647;-0,112361979296109;1,9125680829878;1,00123800263198;1,15873317055165;2,09267683399669;25,3700000000003
"102";"f9";500;30;10;5;10;8,44658375365142;0,0320170527191652;0,00351010178100757;1,00241285614108;1,00355851122225;1,99056004293304;-0,100021507116702;0,00748572915372044;-0,0239042178681829;0,0313260169778627;0,00592752756488296;25,6799999999998
"103";"f9";500;50;10;5;10;13,4354122466814;-0,993156930438126;0,937411003826738;0,00829930491083404;-0,986718920033026;0,922176324580892;-0,964982033656537;-1,06189817257665;0,944831139856453;-0,940214494260008;0,0921360829649324;25,8899999999999
"104";"f9";500;100;10;5;10;14,3234203851229;-0,935136107838368;-2,00909558709477;0,000679538931274675;-0,925519554786833;-0,98685245000372;0,996099166734081;0,913327931282816;0,00314420973354103;-1,01397606443291;0,0816079534150834;27,0799999999999
"105";"f9";1000;10;10;5;10;39,9202508429605;1,9722738333426;-3,11148749567485;-1,22970010582671;-0,0461558589138656;-1,0751205441505;0,889312709205196;1,02647985894272;-0,961989972209282;-1,9457120237833;-0,977177951985504;47,73
"106";"f9";1000;30;10;5;10;8,70565242528833;-0,00575429732827987;0,99214175434331;-0,0154352083765152;0,00034146238005717;0,0525967408205587;-0,940761173978009;-1,03321099550764;0,0306546925886388;-0,0543235607388142;0,136813643552664;48,5500000000002
"107";"f9";1000;50;10;5;10;9,49733818755429;-0,0055303322718871;0,0900875657596123;0,0211988049649359;-0,940979932225176;-0,0173350874542168;1,97106911016172;-0,970103126081115;0,0535194282110412;-0,00823048573257381;-0,0486763406976453;49,7199999999993
"108";"f9";1000;100;10;5;10;9,99670583863939;-0,0277950046860907;-0,124488155360852;-0,999481622443981;0,960350737615681;-0,966978728146512;-0,0354729452503215;-0,921196635610045;-0,0106512467202766;-0,984293915918521;0,0321536387336125;51,4100000000008
"109";"f10";100;10;10;5;10;12,2461090742249;9,04135694649453;-1,99844358239679;1,96513038602302;-0,0105822093630187;-0,0807324143186115;1,06505554167338;3,06703417170429;-9,88754815001393;1,09639421305607;-3,11567673427891;5,72999999999956
"110";"f10";100;30;10;5;10;6,70824072493937;3,20349692202296;-2,981265340633;1,92580350975012;1,98389548257631;-0,085601453959024;-0,988277460058169;-0,0124380470982427;0,97564275959119;-1,40783152447251;-0,867792218043848;5,77000000000044
"111";"f10";100;50;10;5;10;4,01754111905584;1,03155246060225;1,89354651085956;-0,995477170706211;-0,982114979861084;-0,967244897899881;0,837159333099158;0,9579717869799;0,0263189037706815;0,973839924756435;-0,921588495402354;5,83999999999924
"112";"f10";100;100;10;5;10;2,50619699382841;0,83209087961945;-0,0432254305609067;0,027744236272882;-0,0112003471710983;0,103849847737077;0,302360719907612;0,0705634734995746;0,900689087101405;-0,924403070107117;-0,0603678265672383;6,19000000000051
"113";"f10";500;10;10;5;10;16,0556136183861;-13,0130131527229;-2,02238418216969;6,9829473089335;-7,88277265877362;4,237304750291;-6,67987373878651;-1,02438628970238;5,8312734259071;5,07212266184374;9,79246584690135;25,8400000000001
"114";"f10";500;30;10;5;10;6,47021750357015;-0,057710575406546;2,01910557115469;0,911593949264241;0,982067738139637;-2,11233101460775;-2,81791217186106;-2,02003234181449;1,27344647919045;0,76006375905679;-1,91019378628784;25,5500000000002
"115";"f10";500;50;10;5;10;4,67654124908316;-0,914511528532812;0,0424324432461618;-0,934126767094646;1,05530704795583;-2,30606520843324;0,0399686823777931;0,152358211329374;0,228887247410213;2,00863205117255;-0,0217792370723259;26,7700000000004
